4	Highspire Mantis
4	Mantis Rider
1	Sage of the Inward Eye
4	Flying Crane Technique
4	Jeskai Ascendancy
4	Jeskai Banner
4	Mystic Monastery
4	Swiftwater Cliffs
4	Tranquil Cove
4	Wind-Scarred Crag
1	Mountain
1	Island
1	Quiet Contemplation
1	End Hostilities
4	Feat of Resistance
3	Smite the Monstrous
2	Suspension Field
1	Plains
3	Devouring Light
4	Aegis Angel
1	Monastery Swiftspear
1	Jeskai Student
